[検索タイプ] : 企業検索,,,,,,,,,,,
[検索条件] : 〔 業種（東証） ： 水産・農林業 OR 鉱　業 OR 建設業 OR 食料品 OR 繊維製品 OR パルプ・紙 OR 化　学 OR 医薬品 OR 石油・石炭製品 OR ゴム製品 OR ガラス・土石製品 OR 鉄　鋼 OR 非鉄金属 OR 金属製品 OR 機　械 OR 電気機器 OR 輸送用機器 OR 精密機器 OR その他製品 OR 電気・ガス業 OR 陸運業 OR 海運業 OR 空運業 OR 倉庫・運輸関連業 OR 情報・通信業 OR 卸売業 OR 小売業 OR 銀行業 OR 証券、商品先物取引業 OR 保険業 OR その他金融業 OR 不動産業 OR サービス業 〕 AND 〔 決算月 ： 3月 〕 AND 〔 連結/非連結 ： 連結 〕 AND 〔 その他表示項目 ： 時価総額（直近終値ベース） 〕,,,,,,,,,,,
[並び順] : 〔 証券コード ： 昇順 〕,,,,,,,,,,,
,,,,,,,,,,,
[No],[証券コード],[EDINETコード],[企業名],[業種（東証）],[上場市場],[決算月],[会計方式],[連結/非連結],[監査法人],[時価総額（直近終値ベース）[百万円]],[ウォッチリスト]
552,4188,E00808,㈱三菱ケミカルホールディングス,化　学,東証一部,3月末日,IFRS基準,連結,EY新日本有限責任監査法人," 1,363,190 ",--
553,4193,E36261,㈱ファブリカコミュニケーションズ,情報・通信業,名証二部、JASDAQ スタンダード,3月末日,日本基準,連結,ＰｗＣあらた有限責任監査法人," 17,817 ",--
554,4200,E36660,㈱ＨＣＳホールディングス,情報・通信業,JASDAQ スタンダード,3月末日,日本基準,連結,三優監査法人,--,--
555,4202,E00818,㈱ダイセル,化　学,東証一部,3月末日,日本基準,連結,有限責任監査法人トーマツ," 277,495 ",--
556,4203,E00819,住友ベークライト㈱,化　学,東証一部,3月末日,IFRS基準,連結,有限責任あずさ監査法人," 246,464 ",--
557,4204,E00820,積水化学工業㈱,化　学,東証一部,3月末日,日本基準,連結,EY新日本有限責任監査法人," 893,977 ",--
558,4205,E00821,日本ゼオン㈱,化　学,東証一部,3月末日,日本基準,連結,新日本有限責任監査法人," 379,320 ",--
559,4206,E00824,アイカ工業㈱,化　学,東証一部、名証一部,3月末日,日本基準,連結,有限責任監査法人トーマツ," 268,672 ",--
560,4208,E01002,宇部興産㈱,化　学,東証一部、福証上場,3月末日,日本基準,連結,EY新日本有限責任監査法人," 247,127 ",--
561,4212,E01008,積水樹脂㈱,化　学,東証一部,3月末日,日本基準,連結,大手前監査法人," 89,659 ",--
562,4215,E00823,タキロンシーアイ㈱,化　学,東証一部,3月末日,日本基準,連結,有限責任監査法人トーマツ," 57,427 ",--
563,4216,E00830,旭有機材㈱,化　学,東証一部,3月末日,日本基準,連結,ＰｗＣあらた有限責任監査法人," 26,968 ",--
564,4218,E01000,ニチバン㈱,化　学,東証一部,3月末日,日本基準,連結,EY新日本有限責任監査法人," 37,121 ",--
565,4220,E00838,リケンテクノス㈱,化　学,東証一部,3月末日,日本基準,連結,EY新日本有限責任監査法人," 37,506 ",--
566,4222,E00839,児玉化学工業㈱,化　学,東証二部,3月末日,日本基準,連結,監査法人薄衣佐吉事務所," 3,536 ",--
567,4224,E01103,ロンシール工業㈱,化　学,東証二部,3月末日,日本基準,連結,アーク有限責任監査法人," 7,062 ",--
568,4228,E00845,積水化成品工業㈱,化　学,東証一部,3月末日,日本基準,連結,EY新日本有限責任監査法人," 28,286 ",--
569,4229,E00448,群栄化学工業㈱,化　学,東証一部,3月末日,日本基準,連結,赤坂有限責任監査法人," 22,045 ",--
570,4231,E01024,タイガースポリマー㈱,化　学,東証一部,3月末日,日本基準,連結,有限責任監査法人トーマツ," 9,070 ",--
571,4234,E01052,㈱サンエー化研,化　学,JASDAQ スタンダード,3月末日,日本基準,連結,有限責任監査法人トーマツ," 5,897 ",--
572,4237,E02348,フジプレアム㈱,化　学,JASDAQ スタンダード,3月末日,日本基準,連結,あると築地有限責任監査法人," 10,484 ",--
573,4241,E01066,㈱アテクト,化　学,JASDAQ スタンダード,3月末日,日本基準,連結,ひびき監査法人," 4,212 ",--
574,4242,E00871,㈱タカギセイコー,化　学,JASDAQ スタンダード,3月末日,日本基準,連結,有限責任あずさ監査法人," 5,340 ",--
575,4246,E30438,ダイキョーニシカワ㈱,化　学,東証一部,3月末日,日本基準,連結,有限責任あずさ監査法人," 55,274 ",--
576,4247,E30692,ポバール興業㈱,化　学,名証二部,3月末日,日本基準,連結,有限責任あずさ監査法人," 3,214 ",--
577,4249,E33603,森六ホールディングス㈱,化　学,東証一部,3月末日,日本基準,連結,有限責任あずさ監査法人," 39,669 ",--
578,4272,E00836,日本化薬㈱,化　学,東証一部,3月末日,日本基準,連結,ＥＹ新日本有限責任監査法人," 184,603 ",--
579,4275,E27624,カーリットホールディングス㈱,化　学,東証一部,3月末日,日本基準,連結,EY新日本有限責任監査法人," 16,378 ",--
580,4290,E05205,㈱プレステージ・インターナショナル,サービス業,東証一部,3月末日,日本基準,連結,EY新日本有限責任監査法人," 91,229 ",--
581,4295,E05209,㈱フェイス,情報・通信業,東証一部,3月末日,日本基準,連結,新日本有限責任監査法人," 11,507 ",--
582,4298,E05210,㈱プロトコーポレーション,情報・通信業,東証一部、名証一部,3月末日,日本基準,連結,有限責任あずさ監査法人," 49,807 ",--
583,4299,E05215,㈱ハイマックス,情報・通信業,東証一部,3月末日,日本基準,連結,有限責任監査法人トーマツ," 13,232 ",--
584,4301,E05219,㈱アミューズ,サービス業,東証一部,3月末日,日本基準,連結,EY新日本有限責任監査法人," 43,113 ",--
585,4304,E05218,㈱Ｅストアー,情報・通信業,JASDAQ スタンダード,3月末日,日本基準,連結,有限責任監査法人トーマツ," 10,565 ",--
586,4307,E05062,㈱野村総合研究所,情報・通信業,東証一部,3月末日,日本基準,連結,EY新日本有限責任監査法人," 2,074,000 ",--
587,4308,E05211,㈱Ｊストリーム,情報・通信業,東証マザーズ,3月末日,日本基準,連結,ＰｗＣあらた有限責任監査法人," 56,114 ",--
588,4310,E05221,㈱ドリームインキュベータ,サービス業,東証一部,3月末日,日本基準,連結,EY新日本有限責任監査法人," 10,150 ",--
589,4316,E05228,㈱ビーマップ,情報・通信業,JASDAQ グロース,3月末日,日本基準,連結,東陽監査法人," 2,087 ",--
590,4318,E05232,㈱クイック,サービス業,東証一部,3月末日,日本基準,連結,EY新日本有限責任監査法人," 24,579 ",--
591,4319,E05231,ＴＡＣ㈱,サービス業,東証一部,3月末日,日本基準,連結,太陽有限責任監査法人," 4,311 ",--
592,4323,E05236,日本システム技術㈱,情報・通信業,東証一部,3月末日,日本基準,連結,有限責任監査法人トーマツ," 8,732 ",--
593,4331,E05248,㈱テイクアンドギヴ・ニーズ,サービス業,東証一部,3月末日,日本基準,連結,有限責任あずさ監査法人," 13,098 ",--
594,4336,E05256,㈱クリエアナブキ,サービス業,JASDAQ スタンダード,3月末日,日本基準,連結,EY新日本有限責任監査法人," 1,488 ",--
595,4337,E03379,ぴあ㈱,サービス業,東証一部,3月末日,日本基準,連結,有限責任監査法人トーマツ," 49,311 ",--
596,4341,E05262,西菱電機㈱,サービス業,東証二部,3月末日,日本基準,連結,有限責任監査法人トーマツ," 3,150 ",--
597,4342,E05263,セコム上信越㈱,サービス業,東証二部,3月末日,日本基準,連結,有限責任あずさ監査法人," 83,114 ",--
598,4344,E05647,ソースネクスト㈱,情報・通信業,東証一部,3月末日,日本基準,連結,ＰｗＣ京都監査法人," 43,057 ",--
599,4345,E05267,㈱シーティーエス,サービス業,東証一部,3月末日,日本基準,連結,有限責任監査法人トーマツ," 38,495 ",--
600,4347,E05269,ブロードメディア㈱,サービス業,JASDAQ スタンダード,3月末日,日本基準,連結,仁智監査法人," 6,490 ",--
601,4348,E05272,インフォコム㈱,情報・通信業,東証一部,3月末日,日本基準,連結,有限責任あずさ監査法人," 181,728 ",--
602,4350,E05274,㈱メディカルシステムネットワーク,小売業,東証一部,3月末日,日本基準,連結,有限責任監査法人トーマツ," 22,338 ",--
603,4362,E00852,日本精化㈱,化　学,東証一部,3月末日,日本基準,連結,有限責任監査法人トーマツ," 36,612 ",--
604,4364,E00859,マナック㈱,化　学,東証二部,3月末日,日本基準,連結,有限責任監査法人トーマツ," 7,408 ",--
605,4365,E00888,松本油脂製薬㈱,化　学,JASDAQ スタンダード,3月末日,日本基準,連結,清稜監査法人," 47,743 ",--
606,4366,E01014,ダイトーケミックス㈱,化　学,東証二部,3月末日,日本基準,連結,新日本有限責任監査法人," 11,211 ",--
607,4368,E01056,扶桑化学工業㈱,化　学,東証一部,3月末日,日本基準,連結,EY新日本有限責任監査法人," 143,464 ",--
608,4381,E33825,ビープラッツ㈱,情報・通信業,東証マザーズ,3月末日,日本基準,連結,有限責任監査法人トーマツ," 5,227 ",--
609,4387,E34094,㈱ＺＵＵ,情報・通信業,東証マザーズ,3月末日,日本基準,連結,有限責任監査法人トーマツ," 8,012 ",--
610,4390,E33623,㈱アイ・ピー・エス,情報・通信業,東証一部,3月末日,日本基準,連結,太陽有限責任監査法人," 35,394 ",--
611,4401,E00878,㈱ＡＤＥＫＡ,化　学,東証一部,3月末日,日本基準,連結,EY新日本有限責任監査法人," 200,376 ",--
612,4403,E00880,日油㈱,化　学,東証一部,3月末日,日本基準,連結,EY新日本有限責任監査法人," 481,050 ",--
613,4406,E00882,新日本理化㈱,化　学,東証一部,3月末日,日本基準,連結,EY新日本有限責任監査法人," 10,365 ",--
614,4409,E00886,東邦化学工業㈱,化　学,東証二部,3月末日,日本基準,連結,EY新日本有限責任監査法人," 10,675 ",--
615,4410,E01020,ハリマ化成グループ㈱,化　学,東証一部,3月末日,日本基準,連結,有限責任監査法人トーマツ," 23,602 ",--
616,4423,E34545,アルテリア・ネットワークス㈱,情報・通信業,東証一部,3月末日,IFRS基準,連結,EY新日本有限責任監査法人," 83,750 ",--
617,4425,E34507,Ｋｕｄａｎ㈱,情報・通信業,東証マザーズ,3月末日,日本基準,連結,EY新日本有限責任監査法人," 30,786 ",--
618,4436,E34754,㈱ミンカブ・ジ・インフォノイド,情報・通信業,東証マザーズ,3月末日,日本基準,連結,EY新日本有限責任監査法人," 59,897 ",--
619,4437,E34587,ｇｏｏｄｄａｙｓホールディングス㈱,情報・通信業,東証マザーズ,3月末日,日本基準,連結,有限責任あずさ監査法人," 3,813 ",--
620,4442,E34880,バルテス㈱,情報・通信業,東証マザーズ,3月末日,日本基準,連結,有限責任あずさ監査法人," 11,311 ",--
621,4444,E34974,㈱インフォネット,情報・通信業,東証マザーズ,3月末日,日本基準,連結,太陽有限責任監査法人," 2,366 ",--
622,4461,E00885,第一工業製薬㈱,化　学,東証一部,3月末日,日本基準,連結,有限責任あずさ監査法人," 36,380 ",--
623,4462,E00804,石原ケミカル㈱,化　学,東証一部,3月末日,日本基準,連結,有限責任監査法人トーマツ," 17,939 ",--
624,4464,E01057,㈱ソフト９９コーポレーション,化　学,東証二部,3月末日,日本基準,連結,ひびき監査法人," 31,496 ",--
625,4471,E00884,三洋化成工業㈱,化　学,東証一部,3月末日,日本基準,連結,新日本有限責任監査法人," 132,736 ",--
626,4483,E35308,㈱ＪＭＤＣ,情報・通信業,東証マザーズ,3月末日,IFRS基準,連結,ＰｗＣあらた有限責任監査法人," 245,683 ",--
627,4484,E35287,ランサーズ㈱,情報・通信業,東証マザーズ,3月末日,日本基準,連結,有限責任監査法人トーマツ," 9,112 ",--
628,4485,E35333,㈱ＪＴＯＷＥＲ,情報・通信業,東証マザーズ,3月末日,日本基準,連結,有限責任あずさ監査法人," 125,495 ",--
629,4489,E35482,㈱ペイロール,情報・通信業,東証マザーズ,3月末日,IFRS基準,連結,有限責任あずさ監査法人,--,--
630,4491,E35466,コンピューターマネージメント㈱,情報・通信業,JASDAQ スタンダード,3月末日,日本基準,連結,有限責任あずさ監査法人," 3,046 ",--
631,4492,E35504,㈱ゼネテック,情報・通信業,JASDAQ スタンダード,3月末日,日本基準,連結,太陽有限責任監査法人," 3,273 ",--
632,4496,E35589,㈱コマースＯｎｅホールディングス,情報・通信業,東証マザーズ,3月末日,日本基準,連結,EY新日本有限責任監査法人," 17,461 ",--
633,4497,E35302,㈱ロコガイド,情報・通信業,東証マザーズ,3月末日,日本基準,連結,有限責任あずさ監査法人," 28,082 ",--
634,4498,E35516,サイバートラスト㈱,情報・通信業,東証マザーズ,3月末日,日本基準,連結,有限責任監査法人トーマツ," 28,191 ",--
635,4502,E00919,武田薬品工業㈱,医薬品,東証一部、名証一部、札証上場、福証上場,3月末日,IFRS基準,連結,有限責任あずさ監査法人," 5,843,118 ",--
636,4503,E00920,アステラス製薬㈱,医薬品,東証一部,3月末日,IFRS基準,連結,新日本有限責任監査法人," 3,546,704 ",--
637,4506,E00922,大日本住友製薬㈱,医薬品,東証一部,3月末日,IFRS基準,連結,有限責任あずさ監査法人," 904,029 ",--
638,4507,E00923,塩野義製薬㈱,医薬品,東証一部,3月末日,IFRS基準,連結,EY新日本有限責任監査法人," 1,743,324 ",--
639,4516,E00931,日本新薬㈱,医薬品,東証一部,3月末日,日本基準,連結,有限責任監査法人トーマツ," 584,492 ",--
640,4521,E00935,科研製薬㈱,医薬品,東証一部,3月末日,日本基準,連結,アーク有限責任監査法人," 217,524 ",--
641,4523,E00939,エーザイ㈱,医薬品,東証一部,3月末日,IFRS基準,連結,有限責任監査法人トーマツ," 2,743,540 ",--
642,4524,E00941,森下仁丹㈱,医薬品,東証二部,3月末日,日本基準,連結,有限責任監査法人トーマツ," 8,146 ",--
643,4526,E00952,理研ビタミン㈱,食料品,東証一部,3月末日,日本基準,連結,有限責任あずさ監査法人," 60,080 ",--
644,4527,E00942,ロート製薬㈱,医薬品,東証一部,3月末日,日本基準,連結,EY新日本有限責任監査法人," 331,830 ",--
645,4528,E00945,小野薬品工業㈱,医薬品,東証一部,3月末日,IFRS基準,連結,有限責任監査法人トーマツ," 1,291,530 ",--
646,4534,E00947,持田製薬㈱,医薬品,東証一部,3月末日,日本基準,連結,EY新日本有限責任監査法人," 148,908 ",--
647,4536,E00949,参天製薬㈱,医薬品,東証一部,3月末日,IFRS基準,連結,有限責任あずさ監査法人," 598,951 ",--
648,4539,E00957,日本ケミファ㈱,医薬品,東証一部,3月末日,日本基準,連結,有限責任監査法人トーマツ," 9,677 ",--
649,4540,E01018,㈱ツムラ,医薬品,東証一部,3月末日,日本基準,連結,ＰｗＣあらた有限責任監査法人," 279,784 ",--
650,4541,E00963,日医工㈱,医薬品,東証一部,3月末日,IFRS基準,連結,有限責任あずさ監査法人," 60,796 ",--
651,4543,E01630,テルモ㈱,精密機器,東証一部,3月末日,IFRS基準,連結,有限責任あずさ監査法人," 3,236,319 ",--
652,4544,E00967,Ｈ．Ｕ．グループホールディングス㈱,サービス業,東証一部,3月末日,日本基準,連結,ＰｗＣあらた有限責任監査法人," 166,392 ",--
